Player 1,Player 2,Probability of Win for Player 1
A0,A1,-0.2187111537641182
A0,A2,0.5978950990395309
A0,A3,1.2562449990359608
A0,A4,0.2915525799002383
A0,A5,0.32820695795003196
A0,A6,2.3083225866347856
A0,B0,0.5233807894675759
A0,B1,2.313743940744584
A0,B2,2.7798805788929855
A0,B3,1.7776050771038872
A0,B4,1.1556633926233235
A0,B5,-0.042364027234017804
A0,B6,0.4716043171023586
A0,C0,0.665228794474966
A0,C1,0.8030896426135083
A0,C2,1.8568234877725938
A0,C3,1.6217937490646193
A0,C4,0.4118461240337322
A0,C5,2.8362043929733707
A0,C6,2.062625800516537
A0,D0,1.1089197578040448
A0,D1,-0.38542198546971174
A0,D2,2.7411651250563045
A0,D3,0.9079683118324745
A0,D4,1.1265413683201742
A0,D5,0.06993282862506733
A0,D6,-0.2483664813219335
A0,E0,0.726263184992953
A0,E1,0.8059067425216985
A0,E2,2.98321371421493
A0,E3,1.539089209488707
A0,E4,0.3789856317427264
A0,E5,1.1880664950429476
A0,E6,0.8990411457592167
A0,F0,1.5351098177768163
A0,F1,0.4355397096341289
A0,F2,0.030919238042201577
A0,F3,-0.29569764990930714
A0,F4,1.2962597195207846
A0,F5,0.9901052121826248
A0,F6,0.1832022649852773
A0,G0,0.19009108507271416
A0,G1,0.27343687533524735
A0,G2,0.559177913417648
A0,G3,2.410236496403155
A0,G4,0.21721330505960107
A0,G5,1.6828845776658947
A0,G6,1.663311802304289
A0,H0,1.0139587376618624
A0,H1,1.0239808679093736
A0,H2,0.4221756477204561
A0,H3,0.5043135437231872
A0,H4,0.8157670702223154
A0,H5,0.5457186541493286
A0,H6,1.2660613950404573
A0,I0,2.4135737061088682
A0,I1,0.32716774968452833
A0,I2,0.8250355603476741
A0,I3,0.2586087494097858
A0,I4,0.7341037751022955
A0,I5,0.5697762227625339
A0,I6,-0.31578818875734727
A0,J0,1.893447292835477
A0,J1,2.4703751026788736
A0,J2,0.04255908252435038
A0,J3,1.3662603880857285
A0,J4,0.14774427416796254
A0,J5,0.691277678860965
A0,J6,-0.3139315458956923
A0,K0,0.4127630870091642
A0,K1,2.3488600496384855
A0,K2,-0.3197968240806017
A0,K3,1.8991411961797722
A0,K4,0.5661501813278599
A0,K5,-0.16298737850198453
A0,K6,1.066368580661573
A0,L0,0.27366213411119295
A0,L1,0.012155450982560335
A0,L2,0.38050480509004675
A0,L3,0.010781444481681463
A0,L4,1.4794965356297325
A0,L5,2.390126187612401
A0,L6,1.3602192295561757
A0,M0,0.02236436603667632
A0,M1,2.3070351361928587
A0,M2,3.321414316353211
A0,M3,-0.2663206650725395
A0,M4,1.3036613735438312
A0,M5,-0.5331769018299103
A0,M6,2.3566825858663236
A0,N0,-0.4787177220954476
A0,N1,0.7402054672784291
A0,N2,0.9337554836214623
A0,N3,-0.03058640438606046
A0,N4,1.340301641775529
A0,N5,1.1289309801099745
A0,N6,2.349504037200903
A0,O0,1.8990683106795916
A0,O1,0.15962941707769995
A0,O2,2.530628938904206
A0,O3,0.5192385053254709
A0,O4,0.9291395262517578
A0,O5,0.8010056914694195
A0,O6,0.01803484339353279
A0,P0,1.736770432125097
A0,P1,0.25869623362686434
A0,P2,0.03708802581098783
A0,P3,0.12620143119394509
A0,P4,0.3040604323288303
A0,P5,0.12609237690120761
A0,P6,1.1800159434268758
A0,Q0,0.15227553640298708
A0,Q1,1.2430639258010985
A0,Q2,-0.08671903695696398
A0,Q3,-0.18519950352691555
A0,Q4,0.434774993815493
A0,Q5,0.38405569304540943
A0,Q6,1.3843180131449007
A0,R0,1.5178707570339816
A0,R1,-0.24272713809495278
A0,R2,-0.05745903933080028
A0,R3,0.8729832345007525
A0,R4,2.1269585226417833
A0,R5,2.201913886269342
A0,R6,0.4500334474140597
A0,S0,0.58064599159181
A0,S1,0.08056489090640853
A0,S2,0.7315964205616564
A0,S3,0.274441180671261
A0,S4,0.33249597993692015
A0,S5,1.4910917961363377
A0,S6,-0.2939500062024588
A0,T0,0.8605751997754538
A0,T1,0.0173088707796673
A0,T2,0.7717837147512165
A0,T3,0.2753193071835054
